Name,Calle,"Colonia, Estado",inmueble en operacion,Precio,habitaciones,baños,estacionamientos,metros totales,Media_01,Media_02,Media_03,Media_04,Media_05,Media_06,Media_07,Media_08,Media_09,Media_10
DLO-296_Property_Match_(4-5)_Post,Av. Stim 28,"Lomas del Chamizal, Cuajimalpa de Morelos",[ Departamento en Venta ],"$3,000,000.00 usd",3 HABITACIONES,3 BAÑOS,4 ESTACIONAMIENTOS,467 m² TOTALES,DLO-296-photo-01-de-24.jpg,DLO-296-photo-02-de-24.jpg,DLO-296-photo-03-de-24.jpg,DLO-296-photo-04-de-24.jpg,DLO-296-photo-05-de-24.jpg,DLO-296-photo-06-de-24.jpg,DLO-296-photo-07-de-24.jpg,DLO-296-photo-08-de-24.jpg,DLO-296-photo-09-de-24.jpg,DLO-296-photo-10-de-24.jpg
DLS-615_Degohouse_(4-5)_Post,Valle Real 11,"Valle de las Palmas, Huixquilucan",[ Departamento en Venta ],"$8,700,000.00 mxn",3 HABITACIONES,3 BAÑOS,2 ESTACIONAMIENTOS,260 m² TOTALES,DLS-615-photo-01-de-33.jpg,DLS-615-photo-02-de-33.jpg,DLS-615-photo-03-de-33.jpg,DLS-615-photo-04-de-33.jpg,DLS-615-photo-05-de-33.jpg,DLS-615-photo-06-de-33.jpg,DLS-615-photo-07-de-33.jpg,DLS-615-photo-08-de-33.jpg,DLS-615-photo-09-de-33.jpg,DLS-615-photo-10-de-33.jpg
DMA-712_Rocha_Inmobiliaria_(4-5)_Post,Avenida Eugenia 606,"Del Valle Centro, Benito Juárez",[ Departamento en Venta ],"$7,800,000.00 mxn",2 HABITACIONES,2 BAÑOS,2 ESTACIONAMIENTOS,195 m² TOTALES,DMA-712-photo-01-de-25.jpg,DMA-712-photo-02-de-25.jpg,DMA-712-photo-03-de-25.jpg,DMA-712-photo-04-de-25.jpg,DMA-712-photo-05-de-25.jpg,DMA-712-photo-06-de-25.jpg,DMA-712-photo-07-de-25.jpg,DMA-712-photo-08-de-25.jpg,DMA-712-photo-09-de-25.jpg,DMA-712-photo-10-de-25.jpg
DMD-464_Andina_Real_Estate_(4-5)_Post,Calle Arquímedes 11,"Polanco, Miguel Hidalgo",[ Departamento en Venta ],"$25,000,000.00 mxn",3 HABITACIONES,3 BAÑOS,3 ESTACIONAMIENTOS,336 m² TOTALES,DMD-464-photo-01-de-30.jpg,DMD-464-photo-02-de-30.jpg,DMD-464-photo-03-de-30.jpg,DMD-464-photo-04-de-30.jpg,DMD-464-photo-05-de-30.jpg,DMD-464-photo-06-de-30.jpg,DMD-464-photo-07-de-30.jpg,DMD-464-photo-08-de-30.jpg,DMD-464-photo-09-de-30.jpg,DMD-464-photo-10-de-30.jpg
DMP-817_NURA_(4-5)_Post,Temozón Norte,"Temozón Norte, Mérida",[ Departamento en Venta ],"$3,650,000.00 mxn",3 HABITACIONES,3 BAÑOS,2 ESTACIONAMIENTOS,124 m² TOTALES,DMP-817-photo-01-de-14.jpg,DMP-817-photo-02-de-14.jpg,DMP-817-photo-03-de-14.jpg,DMP-817-photo-04-de-14.jpg,DMP-817-photo-05-de-14.jpg,DMP-817-photo-06-de-14.jpg,DMP-817-photo-07-de-14.jpg,DMP-817-photo-08-de-14.jpg,DMP-817-photo-09-de-14.jpg,DMP-817-photo-10-de-14.jpg
DNC-141_We_Book_Realty_(4-5)_Post,Avenida Paseo de la Reforma 150,"Juárez, Cuauhtémoc",[ Departamento en Venta ],"$15,137,044.00 mxn",2 HABITACIONES,1 BAÑO,1 ESTACIONAMIENTO,67 m² TOTALES,DNC-141-photo-01-de-29.jpg,DNC-141-photo-02-de-29.jpg,DNC-141-photo-03-de-29.jpg,DNC-141-photo-04-de-29.jpg,DNC-141-photo-05-de-29.jpg,DNC-141-photo-06-de-29.jpg,DNC-141-photo-07-de-29.jpg,DNC-141-photo-08-de-29.jpg,DNC-141-photo-09-de-29.jpg,DNC-141-photo-10-de-29.jpg
DNT-533_Mel_Inmobiliaria_(4-5)_Post,Casa del Obrero Mundial 384,"Piedad Narvarte, Benito Juárez",[ Departamento en Venta ],"$5,490,000.00 mxn",2 HABITACIONES,2 BAÑOS,1 ESTACIONAMIENTO,90 m² TOTALES,DNT-533-photo-01-de-18.jpg,DNT-533-photo-02-de-18.jpg,DNT-533-photo-03-de-18.jpg,DNT-533-photo-04-de-18.jpg,DNT-533-photo-05-de-18.jpg,DNT-533-photo-06-de-18.jpg,DNT-533-photo-07-de-18.jpg,DNT-533-photo-08-de-18.jpg,DNT-533-photo-09-de-18.jpg,DNT-533-photo-10-de-18.jpg
DOH-234_We_Book_Realty_(4-5)_Post,Avenida Paseo de la Reforma 150,"Juárez, Cuauhtémoc",[ Departamento en Venta ],"$9,954,189.00 mxn",1 HABITACIÓN,1 BAÑO,1 ESTACIONAMIENTO,44 m² TOTALES,DOH-234-photo-01-de-28.jpg,DOH-234-photo-02-de-28.jpg,DOH-234-photo-03-de-28.jpg,DOH-234-photo-04-de-28.jpg,DOH-234-photo-05-de-28.jpg,DOH-234-photo-06-de-28.jpg,DOH-234-photo-07-de-28.jpg,DOH-234-photo-08-de-28.jpg,DOH-234-photo-09-de-28.jpg,DOH-234-photo-10-de-28.jpg
DOK-509_We_Book_Realty_(4-5)_Post,Gutenberg 34,"Anzures, Miguel Hidalgo",[ Departamento en Venta ],"$4,100,000.00 mxn",2 HABITACIONES,2 BAÑOS,,96 m² TOTALES,DOK-509-photo-01-de-29.jpg,DOK-509-photo-02-de-29.jpg,DOK-509-photo-03-de-29.jpg,DOK-509-photo-04-de-29.jpg,DOK-509-photo-05-de-29.jpg,DOK-509-photo-06-de-29.jpg,DOK-509-photo-07-de-29.jpg,DOK-509-photo-08-de-29.jpg,DOK-509-photo-09-de-29.jpg,DOK-509-photo-10-de-29.jpg
DOR-793_We_Book_Realty_(4-5)_Post,Los Tamarindos,"Los Tamarindos, Santa María Colotepec",[ Departamento en Venta ],"$4,526,836.00 mxn",1 HABITACIÓN,1 BAÑO,,52 m² TOTALES,DOR-793-photo-01-de-27.jpg,DOR-793-photo-02-de-27.jpg,DOR-793-photo-03-de-27.jpg,DOR-793-photo-04-de-27.jpg,DOR-793-photo-05-de-27.jpg,DOR-793-photo-06-de-27.jpg,DOR-793-photo-07-de-27.jpg,DOR-793-photo-08-de-27.jpg,DOR-793-photo-09-de-27.jpg,DOR-793-photo-10-de-27.jpg
